text,user_id,username,likes,comment_id,post_id,post_title,channel,published_at,updated_at,reply_count,party,source_file,search_query,sentimiento,confianza
A que hora juega perú el pais qué cambia de  presidente como cambiar de camisa esa periodista se burla de mexico al tratar de hablar como mexicano,UCDaLTd01Xoivp8eIaNNDz-g,@VictorsegundoManjarresva-go7mt,1,UgzzK3oP9CWtJtNiAhp4AaABAg,rH-neS9xaEY,ELECCIONES 2026 🔴 RESULTADOS ONPE SEGUNDA VUELTA | KEIKO FUJIMORI VS ROBERTO SÁNCHEZ,RPP Noticias,2026-06-12T13:12:03Z,2026-06-12T13:12:03Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.426609605550766
"ESTA PRENSA PERUANA UNA VERGUENZA VENDIDA ANTE EL FUJIMORISMO,QUE ASCO DE PERIODISMO,JAPONESA  CORRUPTA.",UC2w0q9Ww5GB6CFTJ4BIgq1A,@sabinocayar5211,3,UgxQZX6uxN0Cpzs0-BR4AaABAg,rH-neS9xaEY,ELECCIONES 2026 🔴 RESULTADOS ONPE SEGUNDA VUELTA | KEIKO FUJIMORI VS ROBERTO SÁNCHEZ,RPP Noticias,2026-06-12T11:48:39Z,2026-06-12T11:48:39Z,2,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9805794358253479
Esas elecciones está muy raro,UC-Ui4Mdf7ibVszhlxWAXxnA,@eduardo4601421,3,UgwjZocYmv5GxbV1oed4AaABAg,rH-neS9xaEY,ELECCIONES 2026 🔴 RESULTADOS ONPE SEGUNDA VUELTA | KEIKO FUJIMORI VS ROBERTO SÁNCHEZ,RPP Noticias,2026-06-12T11:44:26Z,2026-06-12T11:44:26Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6807392239570618
Que vergüenza ese sistema electoral peruano!,UC2eIr-N4CmdaomTJHiHGj3Q,@horaciomanganelli4661,4,UgwV3XEkqUHlwWq_r5N4AaABAg,rH-neS9xaEY,ELECCIONES 2026 🔴 RESULTADOS ONPE SEGUNDA VUELTA | KEIKO FUJIMORI VS ROBERTO SÁNCHEZ,RPP Noticias,2026-06-12T10:49:49Z,2026-06-12T10:49:49Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9765497446060181
"Que opina este zurdo sinoja entrado por la puerta sino por la ventana la ompe lo puso no el pueblo ,porque el pueblo eligió a López Aliaga pero la ompe y el JNE lo sacaron  de manera aberrante e irregular",UCHccV9JDyt0RGFcPT6ZKWmQ,@pablodelgado8595,0,UgxI44PVTWRXv9NSOvh4AaABAg,rH-neS9xaEY,ELECCIONES 2026 🔴 RESULTADOS ONPE SEGUNDA VUELTA | KEIKO FUJIMORI VS ROBERTO SÁNCHEZ,RPP Noticias,2026-06-12T08:06:49Z,2026-06-12T08:06:49Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8841765522956848
"Con la unión es la fuerza , defendamos nuestros votos",UCEHsUeCV2aaog0e6qCzJ2TA,@marialarraurinunez1903,0,Ugwe2EA2xkn60-t0NlZ4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-05-02T22:06:55Z,2026-05-02T22:06:55Z,0,neutral,rpp_elecciones.json,rpp elecciones,positive,0.534884512424469
Qué necedad. No depende de que recorten el horario. Lo tedioso que ha sido tener 5 elecciones de 35 Partidos. Por eso se ha agotado esta persona y todo el personal y miembros de mesa. Es la tortura a la que el congreso los ha sometido,UCJTMtrT_VVtNsv33JF0vmsQ,@francissandoval258,0,Ugz6GjNWp84FYuQm9-54AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-22T17:20:30Z,2026-04-22T17:20:30Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.933228075504303
"En la actualidad, gran parte de la desinformación política no se basa en falsificar hechos, sino en reinterpretarlos de forma incompleta o fuera de contexto.
Un análisis serio se reconoce porque explica su metodología, muestra fuentes verificables y diferencia claramente entre hechos, hipótesis y conclusiones. En cambio, los contenidos propagandísticos suelen presentar afirmaciones absolutas, lenguaje emocional y fragmentos de información sin contexto.
También es común observar cómo errores reales o irregularidades aisladas se conectan artificialmente para construir narrativas de fraude sin evidencia completa.
Por eso, antes de aceptar cualquier afirmación sobre procesos electorales, es fundamental revisar si la información es verificable, si existe contraste de fuentes y si las conclusiones se derivan realmente de los datos.
La democracia informada depende menos de la velocidad de las opiniones y más de la calidad de la evidencia.",UCk70BhZcRHf-2XVGAVUicyg,@aw3535,0,UgzApMTBEjwrUpoPfiJ4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-16T07:30:07Z,2026-04-16T07:30:07Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5762085318565369
"Un sistema electoral entra en zona de fraude no por errores o caos, sino cuando los errores forman un patrón intencional que altera el resultado.",UCk70BhZcRHf-2XVGAVUicyg,@aw3535,0,UgyzhKV1CYcyndpSUIl4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-16T07:18:57Z,2026-04-16T07:18:57Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6011371612548828
Perdón por decir eso pase de la raya perdón,UCq8jCwQ_aq5ivuV588wmdOA,@javierhuaman5137,0,Ugzyluv5AgFzZg9dq9t4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-16T04:15:28Z,2026-04-16T04:15:28Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.6149652600288391
Yo no permito que estés arriba permito que el sol esté arriba yo permito mi hermana me dice toda la verdad lo que tú hiciste cuando era niña le ayudaste a tu papá a robar y ahorita que eres grande y te vas a ir a robar plata con qué voy a pagar mi comida,UCq8jCwQ_aq5ivuV588wmdOA,@javierhuaman5137,0,UgzLEh1AClrSZVT118t4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-16T04:13:59Z,2026-04-16T04:13:59Z,1,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6505926251411438
Buwnos dias al grupo de la radio,UCXAEpTtG4S5KsQTuuaG-Y5w,@Reaper_ashura,0,Ugw2Mh8NUhx3FxM1xnp4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-15T13:19:52Z,2026-04-15T13:19:52Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.6398686170578003
Fraude. Nuevas elecciones ya!!!,UCXa1NQd6ahESNIf_W3g6doQ,@coolrev,0,UgxFLEQKdK5o7S-o0hB4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-15T09:58:52Z,2026-04-15T09:58:52Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.5118190050125122
"​​*** El nuevo presidente is CASTILLO-2, Todo esto fue planeado por la ONPE, por 5 AÑOS, no tiene nada que ver con los votos legitimos de los Peruanos ***",UCxDqEgZZ0g2Nsbii_8o3VmA,@w1nnet,0,Ugwp6AtSag7nKd_Ifd14AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-15T09:09:19Z,2026-04-15T09:09:19Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5396648049354553
***** INSURGENCIA  carcel para los corruptos de la ONPE  *****,UCxDqEgZZ0g2Nsbii_8o3VmA,@w1nnet,2,UgxrwtyOOr7lcOC6x-d4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-15T05:23:40Z,2026-04-15T05:23:40Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8181518912315369
Galaga mi basin,UCoE1v2LSpIIhV60oCsNbM2w,@ArístolesonasisRuizVásquez-i2b,0,UgxrQAq2FmkSbSCIoxN4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-15T02:02:55Z,2026-04-15T02:02:55Z,0,neutral,rpp_elecciones.json,rpp elecciones,positive,0.5130186676979065
CARCEL A CORVETTO Y SUS MALDITOS COMPLICES.,UCgh_hdow2W94ZQsySinP6qg,@Sandra2972,0,UgzCT1XRvbYjVaOghfB4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-15T00:53:22Z,2026-04-15T00:53:22Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9487724900245667
"Estamos en dictadura,informen eso,tonterias sacan.",UCh40wK8ZyI58jTv7M9cW91Q,@Grealesh-v3y,0,UgxymuvS4IKvsnv8ZGJ4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T22:39:06Z,2026-04-14T22:39:06Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.6976727843284607
Quien le cree a transparencia? Nadie!!!,UClRBN-W3NrL0vCWD7SPf-Sw,@claudiacastro2376,0,Ugz1wyqShvM3ORil-aF4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T22:38:13Z,2026-04-14T22:38:13Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9201940894126892
Corvetto a la CÁRCEL,UCm1U0onFOU5cz-5An4ILFQw,@gladysarg17,0,UgyRnvx5PM68kYd7S_Z4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T21:01:39Z,2026-04-14T21:01:39Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.7327964305877686
ONPE ES CULPABLE DESDE ANTES DEL DOMINGO. EL JNE ESTA COLUDIDO CON LA ONPE. SE HA VIOLADO EL PROCESO ELECTORAL. ESTAN SENTANDO UN PRECEDENTE PARA MODIFICAR LA LEY Y LAS NORMAS DE UN PROCESO EN CURSO.,UCLcSRKEpl99pRVMsEeVzO2Q,@adan3598,0,UgzSNGgBy3wQ7eN7CMl4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T21:01:05Z,2026-04-14T21:01:05Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6728357076644897
"🔥 EXIGIMOS NUEVAS ELECCIONES 🔥
 🔥 EXIGIMOS NUEVAS ELECCIONES 🔥
⚠️ ¡ALERTA DE FRAUDE EN PERÚ! ⚠️",UCT5PgA2IJ5vR8LGKxP-1qXg,@LovevoVeR,0,UgwmnAJdtiY9UxtWnfl4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T20:39:12Z,2026-04-14T20:39:12Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.631022572517395
"habrá marcha hoy día a las 6 de la tarde en el JNE Jr Nazca Jesus María, hay que ir a protestar por nuestro derecho a la democracia, esto no se puede quedar así",UCgvyEO3mLu7XKUcrH7kHQdA,@yess229,1,UgyTMS2D-UYbMVcUuq14AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T18:49:31Z,2026-04-14T18:49:31Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5614832639694214
"Ja ja ja ja ja ja, no muevan a la rata CORVETO, esta, sarta de maldecidos.",UClbZ4q7atUtTIUw0STo7w3g,@cesarfernandini8926,0,Ugw8l2EpD7Sgm8ThliN4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T18:41:34Z,2026-04-14T18:41:34Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9649492502212524
Fraude total no se puede aceptar que nos roben la democracia,UC2olNZ-TLCeVZGR4J7chfTA,@JuanQuilca-k7n,0,UgzCS5sKO_31cCsmu-94AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T17:27:07Z,2026-04-14T17:27:07Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8361179232597351
Sí eso lo tienes que ver antes tarado 🤪,UCU9eEk_IBnZPMGvT7lI_e-w,@williamrojasvargas3259,0,UgxQ0kyTfH5RhShkrGN4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T17:12:04Z,2026-04-14T17:12:04Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8970602750778198
Y los gobiernos de los nuevos que han hecho ni mierda 😳,UCU9eEk_IBnZPMGvT7lI_e-w,@williamrojasvargas3259,0,UgyX7hqdVmLhOcvQeCl4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T17:10:04Z,2026-04-14T17:10:04Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.7081894278526306
Por qué no hablan de Alan García que nos dejó en la mierda,UCU9eEk_IBnZPMGvT7lI_e-w,@williamrojasvargas3259,1,Ugwxt3zYT_aVQ_q-lAp4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T17:09:31Z,2026-04-14T17:09:31Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.7857354283332825
Por qué no hablan los de antes cuando cuando pasó toda la inflación y todo,UCU9eEk_IBnZPMGvT7lI_e-w,@williamrojasvargas3259,0,UgyYj40Nj6yt-F1K3SR4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T17:08:53Z,2026-04-14T17:08:53Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.4579896330833435
Los rojitos arrinconados 😂😂😂,UCU9eEk_IBnZPMGvT7lI_e-w,@williamrojasvargas3259,0,Ugy1t-prTwAz9xw7ZA94AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T17:07:24Z,2026-04-14T17:07:24Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6268982887268066
Y quién parará todo 🥱,UCU9eEk_IBnZPMGvT7lI_e-w,@williamrojasvargas3259,0,Ugx2iKxUOFwk_cAiUrV4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T17:06:18Z,2026-04-14T17:06:18Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.6272782683372498
"Nunca se ha visto esto
Anulen las elecciones que tienen que meterse en nuestra elecciones estos comunistas
Quieren que pierda Rafael
Y meter a Nieto
P que pierda la China 
Igual la jugada 
Que con el Castillo
Nuevas elecciones es fraude 
Nunca se ha visto que se diga elecciones al día siguiente 
Hay dolo
Se resisten comunistas 
Fuera estos europeos comunistas meter sus narices donde no deben
Peruanos defiendan sus derechos que les pasa saque a este grupete progre
Inomvrables.  
Respeten y amen al Perú
Uds periodistas son responsables por mal informar
Plantar imodio y deshunion entre peruano 
Vayan a protestar 
Hay que reclamar nuestros derechos
Es una burla 
Nada caray es supuesto que creen que los peruanos somos bkbis",UCp9U9KHwWZllT1QFMkpJKyg,@carlosurrutiaroldan6082,0,UgzBkBsd4vo_dP2qMBR4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T16:57:37Z,2026-04-14T16:57:37Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.7360777258872986
Anulen las votaciones es una burla,UCp9U9KHwWZllT1QFMkpJKyg,@carlosurrutiaroldan6082,1,Ugzgb297yYE0X5Q-7I14AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T16:52:25Z,2026-04-14T16:52:25Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9472070932388306
"Acá también en Barcelona España 
Hicieron trampa poniendo pocos accesos de votación para que la gente se desanimara y no  votara con el cuento de no multar
Nunca se vio esto en Barcelona y yo llevo ya 30 años aca",UCpIzOUtL7oXZqr6lFIHlExQ,@mmoss3000,1,UgyVLvOYAxlrqToDHBt4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T16:30:45Z,2026-04-14T16:32:22Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.6111490726470947
Mal,UCDjbHFzdo8bnrmJbXgr4xjg,@MarciaRamirez-z9y,0,UgyQIWEzCliEywoHdAp4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T16:09:39Z,2026-04-14T16:09:39Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.4568451941013336
Mal,UCDjbHFzdo8bnrmJbXgr4xjg,@MarciaRamirez-z9y,0,UgyVtk81nSJ1gHdgmdN4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T16:09:27Z,2026-04-14T16:09:27Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.4568451941013336
Mal,UCDjbHFzdo8bnrmJbXgr4xjg,@MarciaRamirez-z9y,0,UgxeAZqHw1TlhLavFkF4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T16:09:13Z,2026-04-14T16:09:13Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.4568451941013336
"ANULAR ESTAS ELECCIONES, SACAR A LOS DIRIGENTES ACTUALES DE LA ONPE, LLAMAR A NUEVAS ELECCIONES!! Punto!! 🧐",UCA_Aub-qWu5mWROSSeeRlsA,@vicentemorey5021,0,UgweLTvt1lXT2XNw0aR4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T15:48:04Z,2026-04-14T15:48:04Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.5077098608016968
"ANULAR ESTAS ELECCIONES, REEMPLAZAR A LOS DIRIGENTES DE LA ONPE, LLAMAR A NUEVAS ELECCIONES!! Punto!! 🧐",UCA_Aub-qWu5mWROSSeeRlsA,@vicentemorey5021,0,UgzXDj-RGHU_SxQAJPJ4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T15:47:38Z,2026-04-14T15:47:38Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5129112601280212
"llegan tarde y firmados, se quejan todos menos keiko. sabe que no va ganar pero quiere joder",UCQ0-TGhq6YGuirIjtrVwHHA,@djbasauri3,0,UgzkyxpVPm4Erpsxys94AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T14:59:22Z,2026-04-14T14:59:22Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9415356516838074
"Para 6 años q va estar preso y cuantos millones ya le han dado.
Ami q me den 1 millon tranquilo me.voy preso 6 años",UCj76-b_7S5VyPB-gcp7CbTQ,@jamescucchecunyarache,0,Ugz1KZV6j3BEXsj31iF4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T14:53:06Z,2026-04-14T14:53:06Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.757701575756073
Hello,UCSJi98k7tsQtA-AjHYbJdTg,@rafaeloswaldoasllasullca3822,0,UgxpXtr_5AgVWE_SLrN4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T14:27:22Z,2026-04-14T14:27:22Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.4511145055294037
"ESPERO QUE VOTEN BIEN CARAJO, SINO VAMOS A TENER UN NARCO GOBIERNO DE VUELTA",UCmpMT0G4LPGhy17T3VtvCaQ,@akelarrefrost2677,0,UgwIGFm0Gvk-_QnBSuh4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T14:11:35Z,2026-04-14T14:11:35Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.5219375491142273
Esa onpe siempre haciendo sus maniobras estrategias voten a toda gente izquierdistas que quiere llegar como sea,UCJKna9tQrmgCV8iK_0Hu6gw,@LuzMaríaRamosFlorian,0,Ugx01hf9H3mYQYJCXX94AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T13:21:26Z,2026-04-14T13:21:26Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8842976689338684
TODOS UNIDOS PERÚ❤❤❤❤🙏🏻DEFENDAMOS EL PAIS🙏🏻🙏🏻,UC6R2jBS1iGAUHghkxcioo8g,@keilysilvaherrera5647,4,UgwIhfdrvskueTptrgR4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T13:19:14Z,2026-04-14T13:19:14Z,0,neutral,rpp_elecciones.json,rpp elecciones,positive,0.5938510894775391
"SON UNA VEZ MÁS UNAS ELECCIONES DONDE LOS PERUANOS SE LANZARON AL VACIO ELECTORAL, CAYENDO AL MAS PROFUNDO ABISMO DONDE SÓLO SE ENCONTRARAN CANDIDATOS QUE SU UNICO FIN ES DE TENENCIA, POSESIÓN, PODER, A COSTA DE TODO, SON SON DECADAS DONDE LA ""DEMOCRACIA"" SOLO ES ESO UNA PALABRA QUE EN EL FONDO ES HUECA, FALSA,...
LLEGANDO AL PUNTO DE ENFRENTAR AL PUEBLO CON EL PUEBLO Y ESTOS QUE MANEJAN LOS PODERES OS VEN DESDE ARRIBA RIÉNDOSE COMO OS DESGARRAIS LAS VEATIDURAS POR ESTOS INEPTOS. 
A VER SI NACE UNA GENERACIÓN REAL, LIMPIA QUE AME SU PATRIA, QUE NO SE DEJE MANIPULAR. 
SUERTE PERU!!",UC1mjEelgc5iQ_3MqrXN4RvA,@xiobcn3729,0,UgwgCN8VQTZwLEQ3UNV4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T13:18:32Z,2026-04-14T13:18:32Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8606956005096436
Viva la derecha no a la izquierda nunca 🙏🙏🙏🙏❤️❤️,UCJKna9tQrmgCV8iK_0Hu6gw,@LuzMaríaRamosFlorian,0,UgzSYR-7a7Er7Mf_UcZ4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T13:16:36Z,2026-04-14T13:16:36Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.45578882098197937
Corbeto es el problema,UCBZyzTsOFueMlvKFYTcfR7Q,@eliasenriqueaquinosoberon9542,0,UgxH6jami3vAhX6dnuB4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T13:06:31Z,2026-04-14T13:06:31Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.7147172689437866
No puede renunciar hay responsibilidad penal,UCBZyzTsOFueMlvKFYTcfR7Q,@eliasenriqueaquinosoberon9542,1,UgzmUAzIGc0aGAdxvF94AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T13:03:44Z,2026-04-14T13:03:44Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5453425049781799
Está muy claro...LA ONPE (ORGANIZACIÓN CRIMINAL)PONDRÁ EN  2da.. VUELTA A KEIKO Y SÁNCHEZ..Y AL FINAL SÁNCHEZ..PRESIDENTE..TODO ESTA CRIMINALMENTE PLANIFICADO..Y ASÍ SALIÓ CASTILLO DE PRESIDENTE..!!!,UCx1_7Z0Rxu92z4W7AAY_3CA,@renvigi8353,0,Ugxx6OdDhJqur3WroIx4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T12:47:58Z,2026-04-14T12:47:58Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6881429553031921
"Ya recibieron la coima, por eso ahora ya renuncian",UC3d9blRW4gYWyRbrAGKtFAw,@giovannagiovanna6928,0,UgyH6m5pP4KswcceZ1p4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T12:43:30Z,2026-04-14T12:43:30Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8415320515632629
La coima fue la razon que contrataron una compañía Fallida,UC3d9blRW4gYWyRbrAGKtFAw,@giovannagiovanna6928,0,Ugw_2SRmtIP8aHXOLjl4AaABAg,HiOgfBE10lc,ELECCIONES 2026 PERÚ 🔴 EN VIVO: Resultados ONPE al minuto y Conteo Oficial de votos,RPP Noticias,2026-04-14T12:42:49Z,2026-04-14T12:42:49Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6649308800697327
